,0
259,0.18088284855527484
260,0.15269725201330886
261,0.21210859751175903
262,0.2054851783005338
263,0.19016959903523287
264,0.20570600940363304
265,0.174029992662675
266,0.1688242254419297
267,0.156935737029479
268,0.16593767714557245
269,0.16988790894640235
270,0.1661501253075076
271,0.15154856726782903
272,0.14296756573449762
273,0.1335672381083347
274,0.1296301444487532
275,0.14767201454773374
276,0.15876850089322989
277,0.1812061746886955
278,0.169317609347246
279,0.1829842509916503
280,0.18482716132241345
281,0.1626673745073339
282,0.18649175722044428
283,0.17105659812457463
284,0.15096232177793212
285,0.1801736696294159
286,0.1718118028906754
287,0.2032040899860274
288,0.2039309302424908
289,0.18439109993109815
290,0.1924605046634249
291,0.16323300995295698
292,0.18445996559491626
293,0.14567276059740658
294,0.19691298459018725
295,0.2066237343851483
296,0.15933265339689692
297,0.1969026519227869
298,0.1684980652664875
299,0.17787231045999774
300,0.16816304263509557
301,0.1686905996783976
302,0.16952702807564307
303,0.15053999378715646
304,0.17288161757240153
305,0.19267501320603947
306,0.2034326537236368
307,0.21831859312536878
308,0.1600006353534246
309,0.11802661655141389
310,0.1427462938782094
311,0.1455404115157498
312,0.15730630531937426
313,0.15605016619833434
314,0.15309343208311088
315,0.17543723189149252
316,0.20692132834315508
317,0.17291741732438623
318,0.17916133586171185
319,0.161947232143576
320,0.16908050510346564
321,0.16551713734107734
322,0.1637441558101046
323,0.1559645690288484
324,0.18118398816452538
325,0.19690286563675524
326,0.1688483182002572
327,0.1754248812377104
328,0.19320679121497372
329,0.177920879727344
330,0.1831445637568165
331,0.1944115583097572
332,0.17832362935763385
333,0.17882028006101705
334,0.1489904578765637
335,0.15532296202168458
336,0.150002816029098
337,0.19886301174584467
338,0.19509428724357783
339,0.1526152701823231
340,0.17759058258406926
341,0.15720366315459958
342,0.15560176610066181
343,0.18623062537570098
344,0.16258806478338586
345,0.15141244816189317
346,0.16128123029992766
347,0.1865658640278924
348,0.20067447396716506
349,0.21972953436026904
350,0.19219438567861227
351,0.17583890989579404
352,0.20036468123725312
353,0.18358295037370506
354,0.16294808365046354
355,0.1873642724653679
356,0.1895781788185118
357,0.17440372039155913
358,0.19186187017773268
359,0.19644395519632624
360,0.17146965352229768
361,0.18951692219599706
362,0.19137173091789156
363,0.20794317279720523
364,0.18081950296655142
365,0.20215273313945076
366,0.19471374699952243
367,0.19264914194355617
368,0.21791197305775814
369,0.1850241791696163
370,0.1860154972794606
371,0.19288197316247252
372,0.16705010306608145
373,0.16976813836822843
374,0.1639255092253915
375,0.15145773580530775
376,0.1410332647157975
377,0.15648686258858296
378,0.14196871792528812
379,0.1456791432113794
380,0.1396972602749237
381,0.14934023710956393
382,0.13607421123704613
383,0.1621013961766568
384,0.1338697208881607
385,0.17545430937609174
386,0.16872269611783092
387,0.17398138960575502
388,0.1764592681724529
389,0.15269529424561223
390,0.15719215699509279
391,0.16416826220309727
392,0.16449361266255602
393,0.1845545969965332
394,0.1756296910737466
395,0.16466173612606008
396,0.15055719061980288
397,0.1470239459756841
398,0.13925425038997657
399,0.12193028877923806
400,0.150514179830156
