,0
0,0.11583221560714488
1,0.10739561015249514
2,0.10095416319898548
3,0.09305213332971085
4,0.09650778978371415
5,0.10655813296652374
6,0.122664492849631
7,0.09387248336467308
8,0.11724033257223071
9,0.11137530759790153
10,0.08434692251337508
11,0.0910517503277376
12,0.10320788007806801
13,0.09112251197747337
14,0.11194231541005782
15,0.11854751785434224
16,0.10914581533068134
17,0.10423763074407377
18,0.09742479691607872
19,0.10299397480311277
20,0.1212164775545206
21,0.11406995852468116
22,0.10952370527594635
23,0.10214902111604743
24,0.10656629686921656
25,0.10450108231841629
26,0.10668002799891818
27,0.1169507681902767
28,0.10097678802587094
29,0.1126301376149627
30,0.10155694115833135
31,0.12471211898300671
32,0.1092056502713203
33,0.10354704507331923
34,0.13486141441806074
35,0.12640783243313605
36,0.11990106254457317
37,0.09510596046391336
38,0.11808090963373927
39,0.10851333595763979
40,0.13333548658867184
41,0.1294467089783919
42,0.1282363435674612
43,0.1499483811953814
44,0.13340899970026204
45,0.138499196188549
46,0.13651887428466783
47,0.1451246369196202
48,0.14630808034938506
49,0.14101820915400523
50,0.13947092555434504
51,0.13460454763666785
52,0.1335533848919042
53,0.11284618057036845
54,0.15663664609058106
55,0.12884136567410545
56,0.1465249350227687
57,0.13757393301647922
58,0.13344186894870114
59,0.14467008087374925
60,0.14101977677396993
61,0.1505141222092009
62,0.14187063766078603
63,0.16749645695910517
64,0.14613785684084396
65,0.14297135484131362
66,0.1683015104060358
67,0.1711327409044907
68,0.1803804872895509
69,0.17757147331765372
70,0.1487855282272388
71,0.1795668063563129
72,0.1672188538827726
73,0.1442210646321341
74,0.1552673350823199
75,0.15332667080836365
76,0.16657311798203966
77,0.17095033224521566
78,0.1627686945124722
79,0.17193514295800813
80,0.1712268332663433
81,0.1716997839994663
82,0.1548409768023623
83,0.1374765078342371
84,0.173414590607056
85,0.1453578972151238
86,0.14728947462770983
87,0.17970355047839648
88,0.16050696732644468
89,0.17453755585353847
90,0.17379678758331527
91,0.14997522456152734
92,0.1547073825357883
93,0.14606129147574984
94,0.1370543605564521
95,0.19205023483575856
96,0.16948201053461978
97,0.16505918407546954
98,0.19259101600916886
99,0.19112933086496509
100,0.15797809019957743
101,0.14707312527111605
102,0.16328881406360726
103,0.16790768006978693
104,0.1670007207848573
105,0.17696666714919798
106,0.17755538849161034
107,0.17193625733880322
108,0.16243361138527854
109,0.17973762914394048
110,0.16026029695722208
111,0.1606849162369069
112,0.16056050445303616
113,0.1445385990569125
114,0.145922350986407
115,0.15413653395767643
116,0.16327956197707452
117,0.1486301886066009
118,0.17271486338376202
119,0.17313525299180588
120,0.15579217875071646
121,0.179318192875377
122,0.18381209135057983
123,0.17328227004112534
124,0.1587484623701521
125,0.1265821872727691
126,0.12341540871719513
127,0.14347879282327528
128,0.12193997972268249
129,0.12994790907572262
130,0.15060696862936962
131,0.1823339115368893
132,0.14441120430744386
133,0.15602523995845857
134,0.16717627180802141
135,0.16846739048660506
136,0.15540094467946186
137,0.15755380506068298
138,0.1424660217777809
139,0.16890211751237375
140,0.17148782540838026
141,0.12254221117876432
142,0.17300804074602072
143,0.14438288899585666
144,0.13919991206649243
145,0.14223232747409767
146,0.16561072792110368
147,0.14616031024221882
148,0.16834572795607583
149,0.17219221438451277
150,0.19631511065967783
151,0.16363125870320636
152,0.16976697730741944
153,0.17647169173743582
154,0.18840569366187787
155,0.20922169054740342
156,0.17705048539013016
157,0.1798855668282008
158,0.18397620677092463
159,0.18565698377279025
160,0.1839601957837196
161,0.1983706153521571
162,0.1665083960383214
163,0.18868384032901178
164,0.1747906114242736
165,0.20050501453838604
166,0.19706575260017326
167,0.1509235724613575
168,0.20489163984054573
169,0.17147102512460402
170,0.18648443219665128
171,0.1685707092256928
172,0.19806215620402534
173,0.18466628736807306
174,0.16793009446920398
175,0.18291747620173893
176,0.21499588597674665
177,0.16815503632069906
178,0.18597697880660832
179,0.18570512256087604
180,0.18952864486232968
181,0.16000623406882244
182,0.16693975600289343
183,0.18359739351434137
184,0.18650878006087485
185,0.16020069250322405
186,0.15160874815429767
187,0.15672460741262068
188,0.1973683600674053
189,0.15237646259377138
190,0.2125514049976513
191,0.17841664844328914
192,0.17621473757675837
193,0.18974939660414186
194,0.23132661751578543
195,0.22522454132150635
196,0.20966552441616457
197,0.24107735444766054
198,0.19438102657669729
199,0.1764862302484792
200,0.19671355546578242
201,0.1740316076726071
202,0.1790959493612474
203,0.20661367442257628
204,0.1945907087945372
205,0.1730092237009503
206,0.15833536613534374
207,0.16692998527755765
208,0.18884327557364697
209,0.15418958919785633
210,0.1648559734578198
211,0.1640113210572944
212,0.17136191543779802
213,0.1849867840819716
214,0.18874917796827984
215,0.19182884448856036
216,0.18702476826109174
217,0.19456927874382876
218,0.20229423345120942
219,0.1549742208121884
220,0.1564206029308938
221,0.1936346966088861
222,0.18434283753826378
223,0.18618494525435547
224,0.18400829926284787
225,0.1804899753965399
226,0.14997073879339193
227,0.15285304528886218
228,0.1868773105696955
229,0.20022008916995565
230,0.18883030215433924
231,0.18099868181393217
232,0.19160389063876557
233,0.15387659474486287
234,0.14440947094653295
235,0.1399748883051654
236,0.14520199535599113
237,0.14408881255787395
238,0.1393153908640354
239,0.1725833382473546
240,0.16907504984838467
241,0.17381145088326566
242,0.1858275774048977
243,0.16528343266267775
244,0.16231791936781825
245,0.15362715694430487
246,0.18088162630541388
247,0.1907603521176083
248,0.16198597970788006
249,0.15489724932560034
250,0.16915038393422865
251,0.16070745320609767
252,0.17892196802418753
253,0.1810736380302701
254,0.15710917423834048
255,0.16334810422882226
256,0.16585379599532227
257,0.15353121981098505
258,0.16987400404906589
